x,y
1399.84687518,1231.43656938
709.3646214,274.21960904
428.34055556000004,1414.4764573000002
1306.28559418,498.25634918000003
533.80963596,1068.2997176000001
697.62693342,1272.0931987600002
428.51066698000005,966.5730884400001
955.1756233000001,335.28960882
1130.73060874,925.9164590600001
896.4871834,1577.4431976600001
1025.26152834,1557.19993868
990.2185758200001,1129.5398288000001
428.51066698000005,1129.36971738
767.8829498800001,416.772979
463.5536195,1557.02982726
837.96885492,1475.7165685000002
849.7065429,1333.1631985400002
931.70024734,701.8797189200001
510.33426000000003,701.8797189200001
522.07194798,1251.67982836
814.6635903800001,416.772979
381.73002648000005,966.5730884400001
1306.28559418,1109.1264584
1329.5908587200001,1068.4698290200001
1236.0295777200001,498.25634918000003
1013.6939517800001,1170.19645818
1446.6275156800002,946.32982946
1130.5604973200002,1292.50656916
861.4442308800001,1109.1264584
1388.1091872000002,1292.50656916
487.02899546000003,538.91297856
1013.6939517800001,477.84297878
405.03529102000005,1210.8530875600002
802.9259024,885.08971826
884.91960684,905.5030886600001
1212.72431318,498.25634918000003
1306.28559418,742.5363483000001
568.85258848,1333.1631985400002
428.51066698000005,314.87623842000005
592.3279644400001,1170.19645818
697.62693342,783.3630891
639.1086049400001,1455.3031981000001
498.76668344000007,803.6063480800001
1294.5479062000002,1251.67982836
966.9133112800001,396.35960860000006
451.81593152000005,1129.5398288000001
604.06565242,335.28960882
568.85258848,1414.64656872
990.2185758200001,518.66971958
568.85258848,803.6063480800001
1364.8039226600001,762.9497187000001
475.29130748000006,1577.4431976600001
814.6635903800001,1516.3731978800001
487.02899546000003,946.15971804
557.28501192,498.25634918000003
662.5839809,518.4996081600001
1329.5908587200001,1027.64308822
1025.43163976,376.11634962000005
1025.43163976,701.8797189200001
1282.81021822,1149.9531992000002
955.1756233000001,457.42960838000005
1165.7735612600002,1475.7165685000002
1001.9562638000001,1312.74982814
1282.81021822,538.91297856
1060.47459228,1292.50656916
826.4012783600001,518.4996081600001
1095.5175448,701.8797189200001
463.5536195,375.94623820000004
826.4012783600001,1577.4431976600001
966.9133112800001,681.46634852
1306.11548276,1312.74982814
1282.81021822,1231.43656938
662.5839809,1170.19645818
697.62693342,1190.60982858
674.3216688800001,701.8797189200001
1177.51124924,396.35960860000006
1072.2122802600002,946.15971804
767.8829498800001,294.63297944000004
919.9625593600001,1333.1631985400002
721.1023093800001,986.9864588400001
1282.81021822,1435.05993912
1282.81021822,457.59971980000006
522.07194798,437.01623798
1294.5479062000002,925.9164590600001
685.8892454400001,1292.33645774
978.65099926,538.91297856
978.48088784,620.39634874
779.6206378600001,355.70297922000003
416.772979,579.5696079400001
522.07194798,803.6063480800001
440.24835496000003,498.08623776
779.6206378600001,314.87623842000005
498.76668344000007,477.84297878
837.96885492,1434.8898277
522.07194798,314.87623842000005
1001.9562638000001,946.15971804
522.07194798,762.9497187000001
1107.2552327800001,925.9164590600001
545.5473239400001,1007.2297178200001
1142.2981853000001,946.32982946
662.41386948,1414.64656872
1259.5049536800002,742.5363483000001
1060.47459228,1414.64656872
1013.5238403600001,1292.50656916
475.29130748000006,1536.7865682800002
615.63322898,1373.81982792
1001.9562638000001,1231.26645796
1060.47459228,925.9164590600001
1154.03587328,1373.81982792
873.1819188600001,274.21960904
767.8829498800001,783.3630891
1224.29188974,762.9497187000001
650.84629292,701.8797189200001
744.40757392,824.01971848
451.81593152000005,1495.95982748
1282.81021822,742.5363483000001
510.33426000000003,1434.8898277
1154.03587328,722.29308932
1282.81021822,1109.1264584
756.1452619,599.98297834
568.85258848,885.08971826
1388.1091872000002,1129.5398288000001
498.59657202000005,1048.05645862
767.8829498800001,1475.7165685000002
1423.3222511400002,1109.1264584
522.07194798,1210.8530875600002
639.1086049400001,1618.26993846
1142.2981853000001,1272.0931987600002
1200.8165137800002,1373.81982792
604.06565242,1149.7830877800002
920.1326707800001,314.87623842000005
557.28501192,946.15971804
650.84629292,1272.0931987600002
1037.16932774,314.87623842000005
428.51066698000005,681.46634852
639.1086049400001,1577.4431976600001
744.40757392,1272.0931987600002
1212.55420176,1190.60982858
873.1819188600001,1373.81982792
697.62693342,375.94623820000004
1388.1091872000002,762.9497187000001
463.5536195,946.15971804
475.29130748000006,314.87623842000005
592.3279644400001,1618.26993846
1353.0662346800002,1312.74982814
756.1452619,477.84297878
510.50437142000004,375.94623820000004
1130.73060874,1007.39982924
908.3949828000001,375.94623820000004
393.29760304,1271.9230873400002
1282.81021822,864.8464592800001
381.55991506000004,1251.67982836
557.1149005000001,1190.60982858
1118.99292076,1109.1264584
756.1452619,681.46634852
451.98604294000006,518.4996081600001
1294.5479062000002,681.46634852
1388.1091872000002,722.29308932
896.6572948200001,722.29308932
1341.3285467,600.1530897600001
615.8033404,599.98297834
522.07194798,1333.1631985400002
580.59027646,1557.02982726
791.18821442,1027.64308822
978.48088784,1394.2331983200002
943.4379353200001,1251.67982836
1271.07253024,681.46634852
884.91960684,1557.19993868
943.4379353200001,1211.0231989800002
1177.51124924,1129.5398288000001
1271.2426416600001,477.84297878
990.2185758200001,437.18634940000004
393.29760304,1516.3731978800001
1165.7735612600002,1231.26645796
1189.24893722,1109.1264584
1048.7369043,864.8464592800001
557.28501192,661.05297812
510.33426000000003,824.01971848
1083.77985682,1211.0231989800002
639.1086049400001,803.6063480800001
1224.29188974,1455.3031981000001
1095.5175448,1109.1264584
440.07824354,1068.2997176000001
580.59027646,946.15971804
568.85258848,1373.81982792
1341.3285467,1251.67982836
1165.7735612600002,783.3630891
861.4442308800001,701.8797189200001
1259.3348422600002,1109.1264584
955.1756233000001,498.25634918000003
393.29760304,1434.8898277
791.35832584,701.8797189200001
662.5839809,599.98297834
405.03529102000005,1536.7865682800002
709.3646214,722.1229779
1036.9992163200002,844.43308888
1037.16932774,355.70297922000003
1036.9992163200002,762.9497187000001
405.03529102000005,559.32634896
767.8829498800001,1272.0931987600002
487.02899546000003,1271.9230873400002
873.1819188600001,355.70297922000003
884.91960684,416.772979
1142.4682967200001,416.772979
1224.29188974,1292.50656916
662.5839809,1251.67982836
943.4379353200001,640.8097191400001
873.1819188600001,1333.1631985400002
1399.84687518,1068.4698290200001
931.70024734,1068.4698290200001
639.1086049400001,1048.05645862
1154.03587328,1129.5398288000001
1083.94996824,396.35960860000006
1423.3222511400002,1027.81319964
919.9625593600001,1251.67982836
779.6206378600001,1292.33645774
779.6206378600001,559.32634896
1118.99292076,1353.57656894
1154.2059847,355.70297922000003
838.13896634,824.01971848
1095.5175448,1190.60982858
849.8766543200001,274.21960904
1306.28559418,1190.60982858
861.4442308800001,986.9864588400001
697.62693342,1068.4698290200001
1212.55420176,824.01971848
498.76668344000007,722.1229779
639.1086049400001,966.5730884400001
545.3772125200001,1455.3031981000001
615.63322898,1618.26993846
966.7431998600001,1373.81982792
1376.37149922,986.9864588400001
767.8829498800001,1068.4698290200001
837.96885492,1394.2331983200002
440.24835496000003,457.42960838000005
674.15155746,1353.40645752
1189.24893722,1190.60982858
966.9133112800001,477.84297878
826.4012783600001,396.35960860000006
990.2185758200001,1455.3031981000001
978.48088784,783.3630891
1282.81021822,946.32982946
1130.73060874,1251.67982836
1446.6275156800002,1109.1264584
1353.0662346800002,1149.9531992000002
381.55991506000004,1414.4764573000002
662.41386948,1455.3031981000001
966.9133112800001,314.87623842000005
557.1149005000001,1231.26645796
557.28501192,864.6763478600001
381.55991506000004,1536.7865682800002
416.772979,1149.7830877800002
